model,curve,x,y,threshold
ml_only,pr,1.000000,0.247253,0.225812
ml_only,pr,1.000000,0.247706,0.226222
ml_only,pr,1.000000,0.248162,0.226984
ml_only,pr,1.000000,0.248619,0.227295
ml_only,pr,1.000000,0.249077,0.227365
ml_only,pr,1.000000,0.249538,0.229291
ml_only,pr,1.000000,0.250000,0.229321
ml_only,pr,1.000000,0.250464,0.229770
ml_only,pr,1.000000,0.250929,0.230242
ml_only,pr,1.000000,0.251397,0.230247
ml_only,pr,1.000000,0.251866,0.230420
ml_only,pr,1.000000,0.252336,0.231017
ml_only,pr,1.000000,0.252809,0.231086
ml_only,pr,1.000000,0.253283,0.231089
ml_only,pr,1.000000,0.253759,0.231553
ml_only,pr,1.000000,0.254237,0.231823
ml_only,pr,1.000000,0.254717,0.232197
ml_only,pr,1.000000,0.255198,0.232359
ml_only,pr,1.000000,0.255682,0.232404
ml_only,pr,1.000000,0.256167,0.232870
ml_only,pr,1.000000,0.256654,0.233098
ml_only,pr,1.000000,0.257143,0.233359
ml_only,pr,1.000000,0.257634,0.233604
ml_only,pr,1.000000,0.258126,0.233895
ml_only,pr,1.000000,0.258621,0.234252
ml_only,pr,1.000000,0.259117,0.234493
ml_only,pr,1.000000,0.259615,0.234547
ml_only,pr,1.000000,0.260116,0.234938
ml_only,pr,1.000000,0.260618,0.235346
ml_only,pr,1.000000,0.261122,0.235544
ml_only,pr,1.000000,0.261628,0.235548
ml_only,pr,1.000000,0.262136,0.235819
ml_only,pr,1.000000,0.262646,0.236006
ml_only,pr,1.000000,0.263158,0.236638
ml_only,pr,1.000000,0.263672,0.238490
ml_only,pr,1.000000,0.264188,0.238869
ml_only,pr,1.000000,0.264706,0.239395
ml_only,pr,1.000000,0.265226,0.239739
ml_only,pr,1.000000,0.265748,0.239827
ml_only,pr,1.000000,0.266272,0.241420
ml_only,pr,1.000000,0.266798,0.241800
ml_only,pr,1.000000,0.267327,0.241816
ml_only,pr,1.000000,0.267857,0.241964
ml_only,pr,1.000000,0.268390,0.242120
ml_only,pr,1.000000,0.268924,0.242529
ml_only,pr,1.000000,0.269461,0.242830
ml_only,pr,1.000000,0.270000,0.242979
ml_only,pr,1.000000,0.270541,0.243807
ml_only,pr,1.000000,0.271084,0.244641
ml_only,pr,1.000000,0.271630,0.244909
ml_only,pr,1.000000,0.272177,0.244914
ml_only,pr,1.000000,0.272727,0.245112
ml_only,pr,1.000000,0.273279,0.245244
ml_only,pr,1.000000,0.273834,0.246430
ml_only,pr,1.000000,0.274390,0.247089
ml_only,pr,1.000000,0.274949,0.247174
ml_only,pr,1.000000,0.275510,0.248699
ml_only,pr,1.000000,0.276074,0.248848
ml_only,pr,1.000000,0.276639,0.249043
ml_only,pr,1.000000,0.277207,0.249397
ml_only,pr,1.000000,0.277778,0.249453
ml_only,pr,1.000000,0.278351,0.250420
ml_only,pr,1.000000,0.278926,0.250444
ml_only,pr,1.000000,0.279503,0.250637
ml_only,pr,1.000000,0.280083,0.250947
ml_only,pr,1.000000,0.280665,0.253038
ml_only,pr,1.000000,0.281250,0.253302
ml_only,pr,1.000000,0.281837,0.253304
ml_only,pr,1.000000,0.282427,0.253640
ml_only,pr,1.000000,0.283019,0.253674
ml_only,pr,1.000000,0.283613,0.254966
ml_only,pr,1.000000,0.284211,0.255004
ml_only,pr,1.000000,0.284810,0.256506
ml_only,pr,1.000000,0.285412,0.256558
ml_only,pr,1.000000,0.286017,0.257170
ml_only,pr,1.000000,0.286624,0.257214
ml_only,pr,1.000000,0.287234,0.257405
ml_only,pr,1.000000,0.287846,0.258355
ml_only,pr,1.000000,0.288462,0.258742
ml_only,pr,1.000000,0.289079,0.259233
ml_only,pr,1.000000,0.289700,0.259738
ml_only,pr,1.000000,0.290323,0.259966
ml_only,pr,1.000000,0.290948,0.260029
ml_only,pr,1.000000,0.291577,0.260076
ml_only,pr,1.000000,0.292208,0.261124
ml_only,pr,1.000000,0.292842,0.261164
ml_only,pr,1.000000,0.293478,0.261636
ml_only,pr,1.000000,0.294118,0.261681
ml_only,pr,1.000000,0.294760,0.262058
ml_only,pr,1.000000,0.295405,0.262369
ml_only,pr,1.000000,0.296053,0.262560
ml_only,pr,1.000000,0.296703,0.262617
ml_only,pr,1.000000,0.297357,0.262760
ml_only,pr,1.000000,0.298013,0.263446
ml_only,pr,1.000000,0.298673,0.263500
ml_only,pr,1.000000,0.299335,0.263523
ml_only,pr,1.000000,0.300000,0.263612
ml_only,pr,1.000000,0.300668,0.264273
ml_only,pr,1.000000,0.301339,0.264280
ml_only,pr,1.000000,0.302013,0.264585
ml_only,pr,1.000000,0.302691,0.265543
ml_only,pr,1.000000,0.303371,0.265582
ml_only,pr,1.000000,0.304054,0.265938
ml_only,pr,1.000000,0.304740,0.265964
ml_only,pr,1.000000,0.305430,0.266011
ml_only,pr,1.000000,0.306122,0.266103
ml_only,pr,1.000000,0.306818,0.266386
ml_only,pr,1.000000,0.307517,0.266416
ml_only,pr,1.000000,0.308219,0.266983
ml_only,pr,1.000000,0.308924,0.267605
ml_only,pr,1.000000,0.309633,0.269079
ml_only,pr,1.000000,0.310345,0.269765
ml_only,pr,1.000000,0.311060,0.269975
ml_only,pr,1.000000,0.311778,0.269988
ml_only,pr,1.000000,0.312500,0.270608
ml_only,pr,1.000000,0.313225,0.270929
ml_only,pr,1.000000,0.313953,0.272007
ml_only,pr,1.000000,0.314685,0.272660
ml_only,pr,1.000000,0.315421,0.272683
ml_only,pr,1.000000,0.316159,0.272739
ml_only,pr,1.000000,0.316901,0.274923
ml_only,pr,1.000000,0.317647,0.275150
ml_only,pr,1.000000,0.318396,0.275173
ml_only,pr,1.000000,0.319149,0.277352
ml_only,pr,1.000000,0.319905,0.278238
ml_only,pr,1.000000,0.320665,0.278299
ml_only,pr,1.000000,0.321429,0.278618
ml_only,pr,1.000000,0.322196,0.279402
ml_only,pr,1.000000,0.322967,0.279487
ml_only,pr,1.000000,0.323741,0.279595
ml_only,pr,1.000000,0.324519,0.280799
ml_only,pr,1.000000,0.325301,0.281277
ml_only,pr,1.000000,0.326087,0.281428
ml_only,pr,1.000000,0.326877,0.281844
ml_only,pr,1.000000,0.327670,0.282584
ml_only,pr,1.000000,0.328467,0.282850
ml_only,pr,1.000000,0.329268,0.282915
ml_only,pr,1.000000,0.330073,0.283338
ml_only,pr,1.000000,0.330882,0.283485
ml_only,pr,1.000000,0.331695,0.283897
ml_only,pr,1.000000,0.332512,0.284392
ml_only,pr,1.000000,0.333333,0.284404
ml_only,pr,1.000000,0.334158,0.284773
ml_only,pr,1.000000,0.334988,0.285103
ml_only,pr,1.000000,0.335821,0.285174
ml_only,pr,1.000000,0.336658,0.285680
ml_only,pr,1.000000,0.337500,0.285839
ml_only,pr,1.000000,0.338346,0.286557
ml_only,pr,1.000000,0.339196,0.286585
ml_only,pr,1.000000,0.340050,0.286807
ml_only,pr,1.000000,0.340909,0.287266
ml_only,pr,1.000000,0.341772,0.287403
ml_only,pr,1.000000,0.342640,0.288617
ml_only,pr,1.000000,0.343511,0.288856
ml_only,pr,1.000000,0.344388,0.289055
ml_only,pr,1.000000,0.345269,0.290183
ml_only,pr,1.000000,0.346154,0.290618
ml_only,pr,1.000000,0.347044,0.291803
ml_only,pr,1.000000,0.347938,0.292345
ml_only,pr,1.000000,0.348837,0.294533
ml_only,pr,1.000000,0.349741,0.294595
ml_only,pr,1.000000,0.350649,0.294694
ml_only,pr,1.000000,0.351562,0.295914
ml_only,pr,1.000000,0.352480,0.296420
ml_only,pr,1.000000,0.353403,0.296584
ml_only,pr,1.000000,0.354331,0.297019
ml_only,pr,1.000000,0.355263,0.297697
ml_only,pr,1.000000,0.356201,0.297769
ml_only,pr,1.000000,0.357143,0.297832
ml_only,pr,1.000000,0.358090,0.298081
ml_only,pr,1.000000,0.359043,0.298134
ml_only,pr,1.000000,0.360000,0.298574
ml_only,pr,1.000000,0.360963,0.300151
ml_only,pr,1.000000,0.361930,0.300235
ml_only,pr,1.000000,0.362903,0.301118
ml_only,pr,1.000000,0.363881,0.302017
ml_only,pr,1.000000,0.364865,0.302687
ml_only,pr,1.000000,0.365854,0.302738
ml_only,pr,1.000000,0.366848,0.302772
ml_only,pr,1.000000,0.367847,0.304434
ml_only,pr,1.000000,0.368852,0.305435
ml_only,pr,1.000000,0.369863,0.305472
ml_only,pr,1.000000,0.370879,0.305619
ml_only,pr,1.000000,0.371901,0.306234
ml_only,pr,1.000000,0.372928,0.306445
ml_only,pr,1.000000,0.373961,0.308010
ml_only,pr,1.000000,0.375000,0.308115
ml_only,pr,1.000000,0.376045,0.308750
ml_only,pr,1.000000,0.377095,0.309481
ml_only,pr,1.000000,0.378151,0.309622
ml_only,pr,1.000000,0.379213,0.309643
ml_only,pr,1.000000,0.380282,0.310657
ml_only,pr,1.000000,0.381356,0.311142
ml_only,pr,1.000000,0.382436,0.312049
ml_only,pr,1.000000,0.383523,0.312506
ml_only,pr,1.000000,0.384615,0.313412
ml_only,pr,1.000000,0.385714,0.313535
ml_only,pr,1.000000,0.386819,0.313606
ml_only,pr,1.000000,0.387931,0.313750
ml_only,pr,1.000000,0.389049,0.314249
ml_only,pr,1.000000,0.390173,0.315512
ml_only,pr,1.000000,0.391304,0.315552
ml_only,pr,1.000000,0.392442,0.315606
ml_only,pr,1.000000,0.393586,0.317760
ml_only,pr,1.000000,0.394737,0.317901
ml_only,pr,1.000000,0.395894,0.318181
ml_only,pr,1.000000,0.397059,0.318373
ml_only,pr,1.000000,0.398230,0.318558
ml_only,pr,1.000000,0.399408,0.319650
ml_only,pr,1.000000,0.400593,0.319683
ml_only,pr,1.000000,0.401786,0.320452
ml_only,pr,1.000000,0.402985,0.323106
ml_only,pr,1.000000,0.404192,0.323136
ml_only,pr,1.000000,0.405405,0.324193
ml_only,pr,1.000000,0.406627,0.324427
ml_only,pr,1.000000,0.407855,0.324982
ml_only,pr,1.000000,0.409091,0.325890
ml_only,pr,1.000000,0.410334,0.325989
ml_only,pr,1.000000,0.411585,0.327668
ml_only,pr,1.000000,0.412844,0.328032
ml_only,pr,1.000000,0.414110,0.328926
ml_only,pr,1.000000,0.415385,0.329055
ml_only,pr,1.000000,0.416667,0.329842
ml_only,pr,1.000000,0.417957,0.330020
ml_only,pr,1.000000,0.419255,0.330082
ml_only,pr,1.000000,0.420561,0.330255
ml_only,pr,1.000000,0.421875,0.331416
ml_only,pr,1.000000,0.423197,0.331731
ml_only,pr,1.000000,0.424528,0.332173
ml_only,pr,1.000000,0.425868,0.333798
ml_only,pr,1.000000,0.427215,0.333962
ml_only,pr,1.000000,0.428571,0.335662
ml_only,pr,1.000000,0.429936,0.336010
ml_only,pr,1.000000,0.431310,0.336964
ml_only,pr,1.000000,0.432692,0.336984
ml_only,pr,1.000000,0.434084,0.339328
ml_only,pr,1.000000,0.435484,0.340063
ml_only,pr,1.000000,0.436893,0.341269
ml_only,pr,1.000000,0.438312,0.341865
ml_only,pr,1.000000,0.439739,0.342482
ml_only,pr,0.992593,0.437908,0.342530
ml_only,pr,0.992593,0.439344,0.343490
ml_only,pr,0.992593,0.440789,0.344101
ml_only,pr,0.992593,0.442244,0.344175
ml_only,pr,0.992593,0.443709,0.345243
ml_only,pr,0.992593,0.445183,0.345250
ml_only,pr,0.992593,0.446667,0.345316
ml_only,pr,0.992593,0.448161,0.345798
ml_only,pr,0.992593,0.449664,0.346073
ml_only,pr,0.992593,0.451178,0.346948
ml_only,pr,0.992593,0.452703,0.347344
ml_only,pr,0.992593,0.454237,0.347738
ml_only,pr,0.992593,0.455782,0.348184
ml_only,pr,0.992593,0.457338,0.348848
ml_only,pr,0.992593,0.458904,0.348920
ml_only,pr,0.992593,0.460481,0.349019
ml_only,pr,0.992593,0.462069,0.349106
ml_only,pr,0.992593,0.463668,0.350265
ml_only,pr,0.992593,0.465278,0.350329
ml_only,pr,0.992593,0.466899,0.350517
ml_only,pr,0.992593,0.468531,0.351558
ml_only,pr,0.992593,0.470175,0.351630
ml_only,pr,0.992593,0.471831,0.352154
ml_only,pr,0.992593,0.473498,0.352676
ml_only,pr,0.992593,0.475177,0.352952
ml_only,pr,0.992593,0.476868,0.353410
ml_only,pr,0.992593,0.478571,0.353935
ml_only,pr,0.992593,0.480287,0.354957
ml_only,pr,0.992593,0.482014,0.357553
ml_only,pr,0.992593,0.483755,0.359377
ml_only,pr,0.992593,0.485507,0.359388
ml_only,pr,0.992593,0.487273,0.359764
ml_only,pr,0.992593,0.489051,0.360140
ml_only,pr,0.992593,0.490842,0.361334
ml_only,pr,0.992593,0.492647,0.362347
ml_only,pr,0.985185,0.490775,0.364378
ml_only,pr,0.985185,0.492593,0.364726
ml_only,pr,0.985185,0.494424,0.364997
ml_only,pr,0.985185,0.496269,0.365400
ml_only,pr,0.985185,0.498127,0.365972
ml_only,pr,0.985185,0.500000,0.366514
ml_only,pr,0.985185,0.501887,0.366703
ml_only,pr,0.985185,0.503788,0.367909
ml_only,pr,0.985185,0.505703,0.369358
ml_only,pr,0.985185,0.507634,0.369878
ml_only,pr,0.985185,0.509579,0.370347
ml_only,pr,0.985185,0.511538,0.370899
ml_only,pr,0.977778,0.509653,0.372761
ml_only,pr,0.977778,0.511628,0.373139
ml_only,pr,0.977778,0.513619,0.373147
ml_only,pr,0.977778,0.515625,0.373230
ml_only,pr,0.977778,0.517647,0.373950
ml_only,pr,0.977778,0.519685,0.376449
ml_only,pr,0.977778,0.521739,0.376571
ml_only,pr,0.977778,0.523810,0.377757
ml_only,pr,0.977778,0.525896,0.377785
ml_only,pr,0.977778,0.528000,0.377860
ml_only,pr,0.977778,0.530120,0.377888
ml_only,pr,0.977778,0.532258,0.377899
ml_only,pr,0.977778,0.534413,0.378104
ml_only,pr,0.977778,0.536585,0.378186
ml_only,pr,0.977778,0.538776,0.378390
ml_only,pr,0.977778,0.540984,0.378533
ml_only,pr,0.977778,0.543210,0.378830
ml_only,pr,0.977778,0.545455,0.380877
ml_only,pr,0.977778,0.547718,0.381419
ml_only,pr,0.977778,0.550000,0.382148
ml_only,pr,0.977778,0.552301,0.382303
ml_only,pr,0.977778,0.554622,0.382750
ml_only,pr,0.977778,0.556962,0.383509
ml_only,pr,0.977778,0.559322,0.383779
ml_only,pr,0.977778,0.561702,0.384027
ml_only,pr,0.977778,0.564103,0.384462
ml_only,pr,0.977778,0.566524,0.385169
ml_only,pr,0.977778,0.568966,0.387090
ml_only,pr,0.977778,0.571429,0.388282
ml_only,pr,0.977778,0.573913,0.388992
ml_only,pr,0.977778,0.576419,0.389781
ml_only,pr,0.977778,0.578947,0.392578
ml_only,pr,0.977778,0.581498,0.393670
ml_only,pr,0.977778,0.584071,0.394788
ml_only,pr,0.977778,0.586667,0.395767
ml_only,pr,0.977778,0.589286,0.395798
ml_only,pr,0.970370,0.587444,0.396690
ml_only,pr,0.970370,0.590090,0.397319
ml_only,pr,0.970370,0.592760,0.398004
ml_only,pr,0.970370,0.595455,0.398387
ml_only,pr,0.970370,0.598174,0.398579
ml_only,pr,0.970370,0.600917,0.398897
ml_only,pr,0.970370,0.603687,0.399023
ml_only,pr,0.970370,0.606481,0.400293
ml_only,pr,0.970370,0.609302,0.402857
ml_only,pr,0.970370,0.612150,0.403046
ml_only,pr,0.962963,0.610329,0.403984
ml_only,pr,0.962963,0.613208,0.404665
ml_only,pr,0.962963,0.616114,0.406083
ml_only,pr,0.962963,0.619048,0.407594
ml_only,pr,0.962963,0.622010,0.412161
ml_only,pr,0.955556,0.620192,0.412170
ml_only,pr,0.955556,0.623188,0.415737
ml_only,pr,0.955556,0.626214,0.415971
ml_only,pr,0.955556,0.629268,0.417592
ml_only,pr,0.955556,0.632353,0.418611
ml_only,pr,0.955556,0.635468,0.420037
ml_only,pr,0.955556,0.638614,0.420379
ml_only,pr,0.955556,0.641791,0.420991
ml_only,pr,0.955556,0.645000,0.421288
ml_only,pr,0.955556,0.648241,0.421696
ml_only,pr,0.955556,0.651515,0.425532
ml_only,pr,0.955556,0.654822,0.426610
ml_only,pr,0.955556,0.658163,0.426612
ml_only,pr,0.955556,0.661538,0.429191
ml_only,pr,0.948148,0.659794,0.429271
ml_only,pr,0.948148,0.663212,0.429615
ml_only,pr,0.948148,0.666667,0.430695
ml_only,pr,0.948148,0.670157,0.431054
ml_only,pr,0.948148,0.673684,0.431552
ml_only,pr,0.948148,0.677249,0.434171
ml_only,pr,0.948148,0.680851,0.434185
ml_only,pr,0.948148,0.684492,0.434751
ml_only,pr,0.948148,0.688172,0.435424
ml_only,pr,0.948148,0.691892,0.436002
ml_only,pr,0.948148,0.695652,0.436406
ml_only,pr,0.948148,0.699454,0.436806
ml_only,pr,0.948148,0.703297,0.439677
ml_only,pr,0.940741,0.701657,0.441248
ml_only,pr,0.940741,0.705556,0.441674
ml_only,pr,0.940741,0.709497,0.441714
ml_only,pr,0.940741,0.713483,0.442101
ml_only,pr,0.940741,0.717514,0.444490
ml_only,pr,0.940741,0.721591,0.446936
ml_only,pr,0.940741,0.725714,0.447381
ml_only,pr,0.933333,0.724138,0.450301
ml_only,pr,0.933333,0.728324,0.450810
ml_only,pr,0.933333,0.732558,0.451306
ml_only,pr,0.933333,0.736842,0.451527
ml_only,pr,0.933333,0.741176,0.453492
ml_only,pr,0.933333,0.745562,0.454786
ml_only,pr,0.933333,0.750000,0.455124
ml_only,pr,0.933333,0.754491,0.455254
ml_only,pr,0.933333,0.759036,0.456329
ml_only,pr,0.933333,0.763636,0.459087
ml_only,pr,0.933333,0.768293,0.459225
ml_only,pr,0.933333,0.773006,0.463198
ml_only,pr,0.933333,0.777778,0.463970
ml_only,pr,0.933333,0.782609,0.464328
ml_only,pr,0.925926,0.781250,0.465178
ml_only,pr,0.925926,0.786164,0.466256
ml_only,pr,0.925926,0.791139,0.467569
ml_only,pr,0.925926,0.796178,0.470462
ml_only,pr,0.925926,0.801282,0.472826
ml_only,pr,0.925926,0.806452,0.474383
ml_only,pr,0.925926,0.811688,0.479955
ml_only,pr,0.925926,0.816993,0.479961
ml_only,pr,0.925926,0.822368,0.481542
ml_only,pr,0.925926,0.827815,0.484182
ml_only,pr,0.925926,0.833333,0.484731
ml_only,pr,0.918519,0.832215,0.487075
ml_only,pr,0.918519,0.837838,0.488824
ml_only,pr,0.918519,0.843537,0.490749
ml_only,pr,0.918519,0.849315,0.491685
ml_only,pr,0.918519,0.855172,0.495766
ml_only,pr,0.918519,0.861111,0.496062
ml_only,pr,0.911111,0.860140,0.498856
ml_only,pr,0.911111,0.866197,0.500741
ml_only,pr,0.903704,0.865248,0.503792
ml_only,pr,0.903704,0.871429,0.503865
ml_only,pr,0.896296,0.870504,0.506692
ml_only,pr,0.888889,0.869565,0.507159
ml_only,pr,0.881481,0.868613,0.507445
ml_only,pr,0.881481,0.875000,0.507701
ml_only,pr,0.874074,0.874074,0.516501
ml_only,pr,0.874074,0.880597,0.517024
ml_only,pr,0.866667,0.879699,0.518997
ml_only,pr,0.859259,0.878788,0.519027
ml_only,pr,0.851852,0.877863,0.519830
ml_only,pr,0.844444,0.876923,0.520861
ml_only,pr,0.837037,0.875969,0.521882
ml_only,pr,0.829630,0.875000,0.523135
ml_only,pr,0.829630,0.881890,0.525199
ml_only,pr,0.829630,0.888889,0.525460
ml_only,pr,0.829630,0.896000,0.525640
ml_only,pr,0.822222,0.895161,0.527729
ml_only,pr,0.814815,0.894309,0.529858
ml_only,pr,0.814815,0.901639,0.530675
ml_only,pr,0.814815,0.909091,0.531371
ml_only,pr,0.807407,0.908333,0.532005
ml_only,pr,0.800000,0.907563,0.533002
ml_only,pr,0.792593,0.906780,0.536258
ml_only,pr,0.785185,0.905983,0.536825
ml_only,pr,0.777778,0.905172,0.537249
ml_only,pr,0.770370,0.904348,0.537898
ml_only,pr,0.762963,0.903509,0.539155
ml_only,pr,0.755556,0.902655,0.539898
ml_only,pr,0.748148,0.901786,0.540294
ml_only,pr,0.748148,0.909910,0.546231
ml_only,pr,0.740741,0.909091,0.546740
ml_only,pr,0.733333,0.908257,0.553192
ml_only,pr,0.733333,0.916667,0.561618
ml_only,pr,0.733333,0.925234,0.562478
ml_only,pr,0.725926,0.924528,0.565333
ml_only,pr,0.718519,0.923810,0.567524
ml_only,pr,0.718519,0.932692,0.571262
ml_only,pr,0.711111,0.932039,0.574739
ml_only,pr,0.703704,0.931373,0.575100
ml_only,pr,0.696296,0.930693,0.576087
ml_only,pr,0.688889,0.930000,0.578534
ml_only,pr,0.688889,0.939394,0.578868
ml_only,pr,0.681481,0.938776,0.581976
ml_only,pr,0.674074,0.938144,0.583100
ml_only,pr,0.674074,0.947917,0.584847
ml_only,pr,0.666667,0.947368,0.586615
ml_only,pr,0.659259,0.946809,0.598933
ml_only,pr,0.651852,0.946237,0.599799
ml_only,pr,0.644444,0.945652,0.600705
ml_only,pr,0.637037,0.945055,0.603660
ml_only,pr,0.629630,0.944444,0.603741
ml_only,pr,0.629630,0.955056,0.604269
ml_only,pr,0.622222,0.954545,0.610902
ml_only,pr,0.614815,0.954023,0.611046
ml_only,pr,0.607407,0.953488,0.612585
ml_only,pr,0.600000,0.952941,0.613305
ml_only,pr,0.592593,0.952381,0.619388
ml_only,pr,0.592593,0.963855,0.620962
ml_only,pr,0.585185,0.963415,0.621797
ml_only,pr,0.577778,0.962963,0.625011
ml_only,pr,0.570370,0.962500,0.627618
ml_only,pr,0.562963,0.962025,0.629106
ml_only,pr,0.555556,0.961538,0.629110
ml_only,pr,0.548148,0.961039,0.647503
ml_only,pr,0.540741,0.960526,0.647921
ml_only,pr,0.533333,0.960000,0.649591
ml_only,pr,0.525926,0.959459,0.650207
ml_only,pr,0.518519,0.958904,0.652166
ml_only,pr,0.518519,0.972222,0.652635
ml_only,pr,0.511111,0.971831,0.655019
ml_only,pr,0.503704,0.971429,0.656490
ml_only,pr,0.496296,0.971014,0.658740
ml_only,pr,0.488889,0.970588,0.659740
ml_only,pr,0.481481,0.970149,0.659889
ml_only,pr,0.474074,0.969697,0.659967
ml_only,pr,0.466667,0.969231,0.660425
ml_only,pr,0.459259,0.968750,0.664098
ml_only,pr,0.451852,0.968254,0.664805
ml_only,pr,0.451852,0.983871,0.667584
ml_only,pr,0.444444,0.983607,0.674424
ml_only,pr,0.437037,0.983333,0.677247
ml_only,pr,0.429630,0.983051,0.678283
ml_only,pr,0.422222,0.982759,0.680844
ml_only,pr,0.414815,0.982456,0.683775
ml_only,pr,0.407407,0.982143,0.684187
ml_only,pr,0.400000,0.981818,0.685882
ml_only,pr,0.392593,0.981481,0.685902
ml_only,pr,0.385185,0.981132,0.690300
ml_only,pr,0.377778,0.980769,0.705189
ml_only,pr,0.370370,0.980392,0.705301
ml_only,pr,0.362963,0.980000,0.706696
ml_only,pr,0.355556,0.979592,0.708174
ml_only,pr,0.348148,0.979167,0.713360
ml_only,pr,0.340741,0.978723,0.716604
ml_only,pr,0.333333,0.978261,0.718041
ml_only,pr,0.325926,0.977778,0.719715
ml_only,pr,0.318519,0.977273,0.722567
ml_only,pr,0.311111,0.976744,0.724402
ml_only,pr,0.303704,0.976190,0.728269
ml_only,pr,0.296296,0.975610,0.728693
ml_only,pr,0.288889,0.975000,0.735826
ml_only,pr,0.281481,0.974359,0.737615
ml_only,pr,0.274074,0.973684,0.739624
ml_only,pr,0.266667,0.972973,0.742983
ml_only,pr,0.259259,0.972222,0.745051
ml_only,pr,0.251852,0.971429,0.746794
ml_only,pr,0.244444,0.970588,0.748364
ml_only,pr,0.237037,0.969697,0.754962
ml_only,pr,0.229630,0.968750,0.758175
ml_only,pr,0.222222,0.967742,0.760047
ml_only,pr,0.214815,0.966667,0.760277
ml_only,pr,0.207407,0.965517,0.762571
ml_only,pr,0.200000,0.964286,0.765328
ml_only,pr,0.192593,0.962963,0.765340
ml_only,pr,0.192593,1.000000,0.768262
ml_only,pr,0.185185,1.000000,0.773446
ml_only,pr,0.177778,1.000000,0.777425
ml_only,pr,0.170370,1.000000,0.780105
ml_only,pr,0.162963,1.000000,0.785961
ml_only,pr,0.155556,1.000000,0.794619
ml_only,pr,0.148148,1.000000,0.800826
ml_only,pr,0.140741,1.000000,0.806532
ml_only,pr,0.133333,1.000000,0.811878
ml_only,pr,0.125926,1.000000,0.812123
ml_only,pr,0.118519,1.000000,0.812435
ml_only,pr,0.111111,1.000000,0.818051
ml_only,pr,0.103704,1.000000,0.825911
ml_only,pr,0.096296,1.000000,0.828175
ml_only,pr,0.088889,1.000000,0.829875
ml_only,pr,0.081481,1.000000,0.832093
ml_only,pr,0.074074,1.000000,0.852968
ml_only,pr,0.066667,1.000000,0.856664
ml_only,pr,0.059259,1.000000,0.867323
ml_only,pr,0.051852,1.000000,0.888243
ml_only,pr,0.044444,1.000000,0.890640
ml_only,pr,0.037037,1.000000,0.895095
ml_only,pr,0.029630,1.000000,0.923914
ml_only,pr,0.022222,1.000000,0.934701
ml_only,pr,0.014815,1.000000,0.984441
ml_only,pr,0.007407,1.000000,1.000000
ml_only,pr,0.000000,1.000000,1.000000
hybrid,roc,0.000000,0.000000,1.000000
hybrid,roc,0.000000,0.007407,0.825000
hybrid,roc,0.000000,0.185185,0.580523
hybrid,roc,0.001307,0.185185,0.578170
hybrid,roc,0.001307,0.348148,0.507666
hybrid,roc,0.002614,0.348148,0.503871
hybrid,roc,0.002614,0.429630,0.474467
hybrid,roc,0.003922,0.429630,0.457403
hybrid,roc,0.003922,0.533333,0.427650
hybrid,roc,0.005229,0.533333,0.427600
hybrid,roc,0.005229,0.592593,0.414087
hybrid,roc,0.006536,0.592593,0.412596
hybrid,roc,0.006536,0.651852,0.398752
hybrid,roc,0.011765,0.651852,0.392896
hybrid,roc,0.011765,0.674074,0.389434
hybrid,roc,0.013072,0.674074,0.389153
hybrid,roc,0.013072,0.703704,0.380024
hybrid,roc,0.014379,0.703704,0.378905
hybrid,roc,0.014379,0.711111,0.377320
hybrid,roc,0.015686,0.711111,0.376857
hybrid,roc,0.015686,0.733333,0.371492
hybrid,roc,0.020915,0.733333,0.367124
hybrid,roc,0.020915,0.740741,0.366501
hybrid,roc,0.026144,0.740741,0.358869
hybrid,roc,0.026144,0.748148,0.356509
hybrid,roc,0.030065,0.748148,0.352290
hybrid,roc,0.030065,0.762963,0.350616
hybrid,roc,0.036601,0.762963,0.343513
hybrid,roc,0.036601,0.770370,0.342078
hybrid,roc,0.041830,0.770370,0.339212
hybrid,roc,0.041830,0.777778,0.338623
hybrid,roc,0.056209,0.777778,0.330588
hybrid,roc,0.056209,0.792593,0.329944
hybrid,roc,0.058824,0.792593,0.324915
hybrid,roc,0.058824,0.800000,0.324870
hybrid,roc,0.061438,0.800000,0.320374
hybrid,roc,0.061438,0.814815,0.318988
hybrid,roc,0.065359,0.814815,0.314928
hybrid,roc,0.065359,0.822222,0.310899
hybrid,roc,0.070588,0.822222,0.307991
hybrid,roc,0.070588,0.837037,0.304550
hybrid,roc,0.071895,0.837037,0.302627
hybrid,roc,0.071895,0.844444,0.302135
hybrid,roc,0.073203,0.844444,0.302050
hybrid,roc,0.073203,0.851852,0.301685
hybrid,roc,0.083660,0.851852,0.288321
hybrid,roc,0.083660,0.866667,0.287370
hybrid,roc,0.099346,0.866667,0.276992
hybrid,roc,0.099346,0.874074,0.274514
hybrid,roc,0.107190,0.874074,0.271009
hybrid,roc,0.107190,0.888889,0.270365
hybrid,roc,0.109804,0.888889,0.269496
hybrid,roc,0.109804,0.903704,0.266531
hybrid,roc,0.112418,0.903704,0.266074
hybrid,roc,0.112418,0.911111,0.266002
hybrid,roc,0.118954,0.911111,0.261568
hybrid,roc,0.118954,0.918519,0.258512
hybrid,roc,0.121569,0.918519,0.253890
hybrid,roc,0.121569,0.925926,0.253851
hybrid,roc,0.125490,0.925926,0.248869
hybrid,roc,0.125490,0.933333,0.242366
