model,curve,x,y,threshold
hybrid,roc,0.146405,0.933333,0.225151
hybrid,roc,0.146405,0.940741,0.223691
hybrid,roc,0.151634,0.940741,0.221050
hybrid,roc,0.151634,0.948148,0.219839
hybrid,roc,0.159477,0.948148,0.214808
hybrid,roc,0.159477,0.955556,0.214595
hybrid,roc,0.167320,0.955556,0.210018
hybrid,roc,0.167320,0.962963,0.209449
hybrid,roc,0.169935,0.962963,0.207985
hybrid,roc,0.169935,0.985185,0.201523
hybrid,roc,0.222222,0.985185,0.181672
hybrid,roc,0.222222,0.992593,0.181173
hybrid,roc,0.253595,0.992593,0.171265
hybrid,roc,0.253595,1.000000,0.171241
hybrid,roc,1.000000,1.000000,0.010103
hybrid,pr,1.000000,0.150000,0.010103
hybrid,pr,1.000000,0.150167,0.011388
hybrid,pr,1.000000,0.150334,0.013112
hybrid,pr,1.000000,0.150502,0.014040
hybrid,pr,1.000000,0.150670,0.015083
hybrid,pr,1.000000,0.150838,0.018510
hybrid,pr,1.000000,0.151007,0.021176
hybrid,pr,1.000000,0.151176,0.022200
hybrid,pr,1.000000,0.151345,0.022436
hybrid,pr,1.000000,0.151515,0.026144
hybrid,pr,1.000000,0.151685,0.026932
hybrid,pr,1.000000,0.151856,0.027803
hybrid,pr,1.000000,0.152027,0.027806
hybrid,pr,1.000000,0.152198,0.027968
hybrid,pr,1.000000,0.152370,0.029250
hybrid,pr,1.000000,0.152542,0.029719
hybrid,pr,1.000000,0.152715,0.030322
hybrid,pr,1.000000,0.152888,0.030759
hybrid,pr,1.000000,0.153061,0.031103
hybrid,pr,1.000000,0.153235,0.031998
hybrid,pr,1.000000,0.153409,0.032372
hybrid,pr,1.000000,0.153584,0.033596
hybrid,pr,1.000000,0.153759,0.033607
hybrid,pr,1.000000,0.153934,0.033774
hybrid,pr,1.000000,0.154110,0.034442
hybrid,pr,1.000000,0.154286,0.034710
hybrid,pr,1.000000,0.154462,0.035358
hybrid,pr,1.000000,0.154639,0.035715
hybrid,pr,1.000000,0.154817,0.035866
hybrid,pr,1.000000,0.154994,0.036390
hybrid,pr,1.000000,0.155172,0.036924
hybrid,pr,1.000000,0.155351,0.038140
hybrid,pr,1.000000,0.155530,0.038502
hybrid,pr,1.000000,0.155709,0.038597
hybrid,pr,1.000000,0.155889,0.038766
hybrid,pr,1.000000,0.156069,0.038794
hybrid,pr,1.000000,0.156250,0.040238
hybrid,pr,1.000000,0.156431,0.040249
hybrid,pr,1.000000,0.156613,0.040720
hybrid,pr,1.000000,0.156794,0.041038
hybrid,pr,1.000000,0.156977,0.041817
hybrid,pr,1.000000,0.157159,0.042995
hybrid,pr,1.000000,0.157343,0.044208
hybrid,pr,1.000000,0.157526,0.045149
hybrid,pr,1.000000,0.157710,0.045439
hybrid,pr,1.000000,0.157895,0.046485
hybrid,pr,1.000000,0.158080,0.046997
hybrid,pr,1.000000,0.158265,0.047273
hybrid,pr,1.000000,0.158451,0.048704
hybrid,pr,1.000000,0.158637,0.048809
hybrid,pr,1.000000,0.158824,0.049025
hybrid,pr,1.000000,0.159011,0.049122
hybrid,pr,1.000000,0.159198,0.049363
hybrid,pr,1.000000,0.159386,0.049550
hybrid,pr,1.000000,0.159574,0.049607
hybrid,pr,1.000000,0.159763,0.049614
hybrid,pr,1.000000,0.159953,0.050323
hybrid,pr,1.000000,0.160142,0.050622
hybrid,pr,1.000000,0.160333,0.050784
hybrid,pr,1.000000,0.160523,0.051156
hybrid,pr,1.000000,0.160714,0.051443
hybrid,pr,1.000000,0.160906,0.051623
hybrid,pr,1.000000,0.161098,0.052128
hybrid,pr,1.000000,0.161290,0.052253
hybrid,pr,1.000000,0.161483,0.052272
hybrid,pr,1.000000,0.161677,0.052307
hybrid,pr,1.000000,0.161871,0.052417
hybrid,pr,1.000000,0.162065,0.053418
hybrid,pr,1.000000,0.162260,0.054116
hybrid,pr,1.000000,0.162455,0.054401
hybrid,pr,1.000000,0.162651,0.054532
hybrid,pr,1.000000,0.162847,0.055176
hybrid,pr,1.000000,0.163043,0.055294
hybrid,pr,1.000000,0.163241,0.055625
hybrid,pr,1.000000,0.163438,0.056096
hybrid,pr,1.000000,0.163636,0.056436
hybrid,pr,1.000000,0.163835,0.056726
hybrid,pr,1.000000,0.164034,0.056806
hybrid,pr,1.000000,0.164234,0.057055
hybrid,pr,1.000000,0.164434,0.057296
hybrid,pr,1.000000,0.164634,0.057593
hybrid,pr,1.000000,0.164835,0.058156
hybrid,pr,1.000000,0.165037,0.058174
hybrid,pr,1.000000,0.165239,0.058308
hybrid,pr,1.000000,0.165441,0.058472
hybrid,pr,1.000000,0.165644,0.058703
hybrid,pr,1.000000,0.165848,0.058724
hybrid,pr,1.000000,0.166052,0.058746
hybrid,pr,1.000000,0.166256,0.058822
hybrid,pr,1.000000,0.166461,0.058846
hybrid,pr,1.000000,0.166667,0.058881
hybrid,pr,1.000000,0.166873,0.059300
hybrid,pr,1.000000,0.167079,0.059663
hybrid,pr,1.000000,0.167286,0.059721
hybrid,pr,1.000000,0.167494,0.059757
hybrid,pr,1.000000,0.167702,0.060103
hybrid,pr,1.000000,0.167910,0.060475
hybrid,pr,1.000000,0.168120,0.060552
hybrid,pr,1.000000,0.168329,0.060630
hybrid,pr,1.000000,0.168539,0.060910
hybrid,pr,1.000000,0.168750,0.060951
hybrid,pr,1.000000,0.168961,0.061223
hybrid,pr,1.000000,0.169173,0.061403
hybrid,pr,1.000000,0.169385,0.061551
hybrid,pr,1.000000,0.169598,0.061576
hybrid,pr,1.000000,0.169811,0.061792
hybrid,pr,1.000000,0.170025,0.061892
hybrid,pr,1.000000,0.170240,0.062490
hybrid,pr,1.000000,0.170455,0.063097
hybrid,pr,1.000000,0.170670,0.063225
hybrid,pr,1.000000,0.170886,0.063280
hybrid,pr,1.000000,0.171103,0.063311
hybrid,pr,1.000000,0.171320,0.063618
hybrid,pr,1.000000,0.171537,0.063991
hybrid,pr,1.000000,0.171756,0.064012
hybrid,pr,1.000000,0.171975,0.064046
hybrid,pr,1.000000,0.172194,0.064198
hybrid,pr,1.000000,0.172414,0.064238
hybrid,pr,1.000000,0.172634,0.064373
hybrid,pr,1.000000,0.172855,0.064587
hybrid,pr,1.000000,0.173077,0.064837
hybrid,pr,1.000000,0.173299,0.064953
hybrid,pr,1.000000,0.173522,0.064993
hybrid,pr,1.000000,0.173745,0.065207
hybrid,pr,1.000000,0.173969,0.066137
hybrid,pr,1.000000,0.174194,0.066188
hybrid,pr,1.000000,0.174419,0.066400
hybrid,pr,1.000000,0.174644,0.066505
hybrid,pr,1.000000,0.174870,0.066510
hybrid,pr,1.000000,0.175097,0.067829
hybrid,pr,1.000000,0.175325,0.068253
hybrid,pr,1.000000,0.175553,0.068300
hybrid,pr,1.000000,0.175781,0.068582
hybrid,pr,1.000000,0.176010,0.068696
hybrid,pr,1.000000,0.176240,0.069075
hybrid,pr,1.000000,0.176471,0.069713
hybrid,pr,1.000000,0.176702,0.069822
hybrid,pr,1.000000,0.176933,0.069836
hybrid,pr,1.000000,0.177165,0.070169
hybrid,pr,1.000000,0.177398,0.070178
hybrid,pr,1.000000,0.177632,0.070613
hybrid,pr,1.000000,0.177866,0.070806
hybrid,pr,1.000000,0.178100,0.070847
hybrid,pr,1.000000,0.178336,0.071184
hybrid,pr,1.000000,0.178571,0.071225
hybrid,pr,1.000000,0.178808,0.071273
hybrid,pr,1.000000,0.179045,0.072212
hybrid,pr,1.000000,0.179283,0.072390
hybrid,pr,1.000000,0.179521,0.072593
hybrid,pr,1.000000,0.179760,0.072620
hybrid,pr,1.000000,0.180000,0.072813
hybrid,pr,1.000000,0.180240,0.073162
hybrid,pr,1.000000,0.180481,0.073357
hybrid,pr,1.000000,0.180723,0.074022
hybrid,pr,1.000000,0.180965,0.074718
hybrid,pr,1.000000,0.181208,0.074866
hybrid,pr,1.000000,0.181452,0.075176
hybrid,pr,1.000000,0.181696,0.075320
hybrid,pr,1.000000,0.181941,0.075434
hybrid,pr,1.000000,0.182186,0.075608
hybrid,pr,1.000000,0.182432,0.076063
hybrid,pr,1.000000,0.182679,0.076453
hybrid,pr,1.000000,0.182927,0.076956
hybrid,pr,1.000000,0.183175,0.077113
hybrid,pr,1.000000,0.183424,0.077149
hybrid,pr,1.000000,0.183673,0.077254
hybrid,pr,1.000000,0.183924,0.077354
hybrid,pr,1.000000,0.184175,0.077430
hybrid,pr,1.000000,0.184426,0.077503
hybrid,pr,1.000000,0.184679,0.077513
hybrid,pr,1.000000,0.184932,0.077704
hybrid,pr,1.000000,0.185185,0.077879
hybrid,pr,1.000000,0.185440,0.077908
hybrid,pr,1.000000,0.185695,0.078333
hybrid,pr,1.000000,0.185950,0.078586
hybrid,pr,1.000000,0.186207,0.078720
hybrid,pr,1.000000,0.186464,0.078755
hybrid,pr,1.000000,0.186722,0.078813
hybrid,pr,1.000000,0.186981,0.078837
hybrid,pr,1.000000,0.187240,0.078847
hybrid,pr,1.000000,0.187500,0.079058
hybrid,pr,1.000000,0.187761,0.079247
hybrid,pr,1.000000,0.188022,0.079412
hybrid,pr,1.000000,0.188285,0.079480
hybrid,pr,1.000000,0.188547,0.079574
hybrid,pr,1.000000,0.188811,0.079629
hybrid,pr,1.000000,0.189076,0.079727
hybrid,pr,1.000000,0.189341,0.080397
hybrid,pr,1.000000,0.189607,0.080821
hybrid,pr,1.000000,0.189873,0.081031
hybrid,pr,1.000000,0.190141,0.081143
hybrid,pr,1.000000,0.190409,0.081653
hybrid,pr,1.000000,0.190678,0.081671
hybrid,pr,1.000000,0.190948,0.081827
hybrid,pr,1.000000,0.191218,0.081867
hybrid,pr,1.000000,0.191489,0.082076
hybrid,pr,1.000000,0.191761,0.082288
hybrid,pr,1.000000,0.192034,0.082661
hybrid,pr,1.000000,0.192308,0.082702
hybrid,pr,1.000000,0.192582,0.082707
hybrid,pr,1.000000,0.192857,0.082988
hybrid,pr,1.000000,0.193133,0.083022
hybrid,pr,1.000000,0.193410,0.083512
hybrid,pr,1.000000,0.193687,0.084260
hybrid,pr,1.000000,0.193966,0.084489
hybrid,pr,1.000000,0.194245,0.084569
hybrid,pr,1.000000,0.194524,0.084570
hybrid,pr,1.000000,0.194805,0.084867
hybrid,pr,1.000000,0.195087,0.085036
hybrid,pr,1.000000,0.195369,0.085420
hybrid,pr,1.000000,0.195652,0.085506
hybrid,pr,1.000000,0.195936,0.085780
hybrid,pr,1.000000,0.196221,0.085903
hybrid,pr,1.000000,0.196507,0.086540
hybrid,pr,1.000000,0.196793,0.086623
hybrid,pr,1.000000,0.197080,0.087032
hybrid,pr,1.000000,0.197368,0.087316
hybrid,pr,1.000000,0.197657,0.087377
hybrid,pr,1.000000,0.197947,0.087446
hybrid,pr,1.000000,0.198238,0.087517
hybrid,pr,1.000000,0.198529,0.087610
hybrid,pr,1.000000,0.198822,0.087611
hybrid,pr,1.000000,0.199115,0.087723
hybrid,pr,1.000000,0.199409,0.087839
hybrid,pr,1.000000,0.199704,0.088189
hybrid,pr,1.000000,0.200000,0.088367
hybrid,pr,1.000000,0.200297,0.088422
hybrid,pr,1.000000,0.200594,0.088671
hybrid,pr,1.000000,0.200893,0.088913
hybrid,pr,1.000000,0.201192,0.089097
hybrid,pr,1.000000,0.201493,0.089132
hybrid,pr,1.000000,0.201794,0.089480
hybrid,pr,1.000000,0.202096,0.089645
hybrid,pr,1.000000,0.202399,0.089661
hybrid,pr,1.000000,0.202703,0.090201
hybrid,pr,1.000000,0.203008,0.090420
hybrid,pr,1.000000,0.203313,0.090421
hybrid,pr,1.000000,0.203620,0.090556
hybrid,pr,1.000000,0.203927,0.090737
hybrid,pr,1.000000,0.204236,0.090807
hybrid,pr,1.000000,0.204545,0.090940
hybrid,pr,1.000000,0.204856,0.091205
hybrid,pr,1.000000,0.205167,0.091286
hybrid,pr,1.000000,0.205479,0.091479
hybrid,pr,1.000000,0.205793,0.091617
hybrid,pr,1.000000,0.206107,0.092495
hybrid,pr,1.000000,0.206422,0.092718
hybrid,pr,1.000000,0.206738,0.093300
hybrid,pr,1.000000,0.207055,0.093891
hybrid,pr,1.000000,0.207373,0.094326
hybrid,pr,1.000000,0.207692,0.094370
hybrid,pr,1.000000,0.208012,0.094385
hybrid,pr,1.000000,0.208333,0.094498
hybrid,pr,1.000000,0.208655,0.094504
hybrid,pr,1.000000,0.208978,0.094877
hybrid,pr,1.000000,0.209302,0.094921
hybrid,pr,1.000000,0.209627,0.094923
hybrid,pr,1.000000,0.209953,0.095142
hybrid,pr,1.000000,0.210280,0.095289
hybrid,pr,1.000000,0.210608,0.095537
hybrid,pr,1.000000,0.210938,0.095807
hybrid,pr,1.000000,0.211268,0.096379
hybrid,pr,1.000000,0.211599,0.096797
hybrid,pr,1.000000,0.211931,0.096803
hybrid,pr,1.000000,0.212264,0.097268
hybrid,pr,1.000000,0.212598,0.097467
hybrid,pr,1.000000,0.212934,0.097694
hybrid,pr,1.000000,0.213270,0.097760
hybrid,pr,1.000000,0.213608,0.097763
hybrid,pr,1.000000,0.213946,0.097812
hybrid,pr,1.000000,0.214286,0.098242
hybrid,pr,1.000000,0.214626,0.098246
hybrid,pr,1.000000,0.214968,0.098310
hybrid,pr,1.000000,0.215311,0.098313
hybrid,pr,1.000000,0.215655,0.098333
hybrid,pr,1.000000,0.216000,0.098451
hybrid,pr,1.000000,0.216346,0.098835
hybrid,pr,1.000000,0.216693,0.099074
hybrid,pr,1.000000,0.217042,0.099318
hybrid,pr,1.000000,0.217391,0.099471
hybrid,pr,1.000000,0.217742,0.099512
hybrid,pr,1.000000,0.218094,0.099986
hybrid,pr,1.000000,0.218447,0.100091
hybrid,pr,1.000000,0.218801,0.100295
hybrid,pr,1.000000,0.219156,0.100404
hybrid,pr,1.000000,0.219512,0.100422
hybrid,pr,1.000000,0.219870,0.100695
hybrid,pr,1.000000,0.220228,0.100728
hybrid,pr,1.000000,0.220588,0.101221
hybrid,pr,1.000000,0.220949,0.101442
hybrid,pr,1.000000,0.221311,0.101446
hybrid,pr,1.000000,0.221675,0.101490
hybrid,pr,1.000000,0.222039,0.101825
hybrid,pr,1.000000,0.222405,0.102714
hybrid,pr,1.000000,0.222772,0.102800
hybrid,pr,1.000000,0.223140,0.103150
hybrid,pr,1.000000,0.223510,0.103516
hybrid,pr,1.000000,0.223881,0.103548
hybrid,pr,1.000000,0.224252,0.103769
hybrid,pr,1.000000,0.224626,0.103909
hybrid,pr,1.000000,0.225000,0.104078
hybrid,pr,1.000000,0.225376,0.104200
hybrid,pr,1.000000,0.225753,0.104470
hybrid,pr,1.000000,0.226131,0.104784
hybrid,pr,1.000000,0.226510,0.104813
hybrid,pr,1.000000,0.226891,0.104865
hybrid,pr,1.000000,0.227273,0.104950
hybrid,pr,1.000000,0.227656,0.104961
hybrid,pr,1.000000,0.228041,0.105069
hybrid,pr,1.000000,0.228426,0.105086
hybrid,pr,1.000000,0.228814,0.105842
hybrid,pr,1.000000,0.229202,0.105979
hybrid,pr,1.000000,0.229592,0.106087
hybrid,pr,1.000000,0.229983,0.106088
hybrid,pr,1.000000,0.230375,0.106374
hybrid,pr,1.000000,0.230769,0.106820
hybrid,pr,1.000000,0.231164,0.107372
hybrid,pr,1.000000,0.231561,0.107408
hybrid,pr,1.000000,0.231959,0.107411
hybrid,pr,1.000000,0.232358,0.107721
hybrid,pr,1.000000,0.232759,0.107765
hybrid,pr,1.000000,0.233161,0.107779
hybrid,pr,1.000000,0.233564,0.107806
hybrid,pr,1.000000,0.233969,0.107873
hybrid,pr,1.000000,0.234375,0.107877
hybrid,pr,1.000000,0.234783,0.108315
hybrid,pr,1.000000,0.235192,0.108384
hybrid,pr,1.000000,0.235602,0.108434
hybrid,pr,1.000000,0.236014,0.108510
hybrid,pr,1.000000,0.236427,0.108695
hybrid,pr,1.000000,0.236842,0.108773
hybrid,pr,1.000000,0.237258,0.109081
hybrid,pr,1.000000,0.237676,0.109151
hybrid,pr,1.000000,0.238095,0.109243
hybrid,pr,1.000000,0.238516,0.109310
hybrid,pr,1.000000,0.238938,0.109334
hybrid,pr,1.000000,0.239362,0.109522
hybrid,pr,1.000000,0.239787,0.109661
hybrid,pr,1.000000,0.240214,0.110165
hybrid,pr,1.000000,0.240642,0.110174
hybrid,pr,1.000000,0.241071,0.110251
hybrid,pr,1.000000,0.241503,0.110520
hybrid,pr,1.000000,0.241935,0.110532
hybrid,pr,1.000000,0.242370,0.110718
hybrid,pr,1.000000,0.242806,0.110892
hybrid,pr,1.000000,0.243243,0.111390
hybrid,pr,1.000000,0.243682,0.111780
hybrid,pr,1.000000,0.244123,0.111942
hybrid,pr,1.000000,0.244565,0.111979
hybrid,pr,1.000000,0.245009,0.112550
hybrid,pr,1.000000,0.245455,0.112732
hybrid,pr,1.000000,0.245902,0.112906
hybrid,pr,1.000000,0.246350,0.112910
hybrid,pr,1.000000,0.246801,0.113111
hybrid,pr,1.000000,0.247253,0.113492
hybrid,pr,1.000000,0.247706,0.113648
hybrid,pr,1.000000,0.248162,0.113683
hybrid,pr,1.000000,0.248619,0.114646
hybrid,pr,1.000000,0.249077,0.114660
hybrid,pr,1.000000,0.249538,0.114885
hybrid,pr,1.000000,0.250000,0.115121
hybrid,pr,1.000000,0.250464,0.115123
hybrid,pr,1.000000,0.250929,0.115210
hybrid,pr,1.000000,0.251397,0.115509
hybrid,pr,1.000000,0.251866,0.115543
hybrid,pr,1.000000,0.252336,0.115545
hybrid,pr,1.000000,0.252809,0.115776
hybrid,pr,1.000000,0.253283,0.115911
hybrid,pr,1.000000,0.253759,0.116099
hybrid,pr,1.000000,0.254237,0.116180
hybrid,pr,1.000000,0.254717,0.116202
hybrid,pr,1.000000,0.255198,0.116435
hybrid,pr,1.000000,0.255682,0.116549
hybrid,pr,1.000000,0.256167,0.116680
hybrid,pr,1.000000,0.256654,0.116802
hybrid,pr,1.000000,0.257143,0.116947
hybrid,pr,1.000000,0.257634,0.117126
hybrid,pr,1.000000,0.258126,0.117247
hybrid,pr,1.000000,0.258621,0.117274
hybrid,pr,1.000000,0.259117,0.117469
hybrid,pr,1.000000,0.259615,0.117772
hybrid,pr,1.000000,0.260116,0.117774
hybrid,pr,1.000000,0.260618,0.117909
hybrid,pr,1.000000,0.261122,0.118003
hybrid,pr,1.000000,0.261628,0.118319
hybrid,pr,1.000000,0.262136,0.119245
hybrid,pr,1.000000,0.262646,0.119435
hybrid,pr,1.000000,0.263158,0.119698
hybrid,pr,1.000000,0.263672,0.119870
hybrid,pr,1.000000,0.264188,0.120900
hybrid,pr,1.000000,0.264706,0.120908
hybrid,pr,1.000000,0.265226,0.120982
hybrid,pr,1.000000,0.265748,0.121060
hybrid,pr,1.000000,0.266272,0.121265
hybrid,pr,1.000000,0.266798,0.121415
hybrid,pr,1.000000,0.267327,0.121489
hybrid,pr,1.000000,0.267857,0.121904
hybrid,pr,1.000000,0.268390,0.122321
hybrid,pr,1.000000,0.268924,0.122454
hybrid,pr,1.000000,0.269461,0.122457
hybrid,pr,1.000000,0.270000,0.122556
hybrid,pr,1.000000,0.270541,0.122622
hybrid,pr,1.000000,0.271084,0.123215
hybrid,pr,1.000000,0.271630,0.123544
hybrid,pr,1.000000,0.272177,0.123587
hybrid,pr,1.000000,0.272727,0.124350
hybrid,pr,1.000000,0.273279,0.124424
hybrid,pr,1.000000,0.273834,0.124521
hybrid,pr,1.000000,0.274390,0.124698
hybrid,pr,1.000000,0.274949,0.124726
hybrid,pr,1.000000,0.275510,0.125210
hybrid,pr,1.000000,0.276074,0.125222
hybrid,pr,1.000000,0.276639,0.125319
hybrid,pr,1.000000,0.277207,0.125473
hybrid,pr,1.000000,0.277778,0.126519
hybrid,pr,1.000000,0.278351,0.126651
hybrid,pr,1.000000,0.278926,0.126652
hybrid,pr,1.000000,0.279503,0.126820
hybrid,pr,1.000000,0.280083,0.126837
hybrid,pr,1.000000,0.280665,0.127483
hybrid,pr,1.000000,0.281250,0.127502
hybrid,pr,1.000000,0.281837,0.128253
hybrid,pr,1.000000,0.282427,0.128279
hybrid,pr,1.000000,0.283019,0.128585
hybrid,pr,1.000000,0.283613,0.128607
hybrid,pr,1.000000,0.284211,0.128703
hybrid,pr,1.000000,0.284810,0.129177
hybrid,pr,1.000000,0.285412,0.129371
hybrid,pr,1.000000,0.286017,0.129617
hybrid,pr,1.000000,0.286624,0.129869
hybrid,pr,1.000000,0.287234,0.129983
hybrid,pr,1.000000,0.287846,0.130014
hybrid,pr,1.000000,0.288462,0.130038
hybrid,pr,1.000000,0.289079,0.130562
hybrid,pr,1.000000,0.289700,0.130582
hybrid,pr,1.000000,0.290323,0.130818
hybrid,pr,1.000000,0.290948,0.130840
hybrid,pr,1.000000,0.291577,0.131029
hybrid,pr,1.000000,0.292208,0.131185
hybrid,pr,1.000000,0.292842,0.131280
hybrid,pr,1.000000,0.293478,0.131309
hybrid,pr,1.000000,0.294118,0.131380
hybrid,pr,1.000000,0.294760,0.131723
hybrid,pr,1.000000,0.295405,0.131750
hybrid,pr,1.000000,0.296053,0.131762
hybrid,pr,1.000000,0.296703,0.131806
hybrid,pr,1.000000,0.297357,0.132136
hybrid,pr,1.000000,0.298013,0.132140
hybrid,pr,1.000000,0.298673,0.132173
hybrid,pr,1.000000,0.299335,0.132292
hybrid,pr,1.000000,0.300000,0.132791
hybrid,pr,1.000000,0.300668,0.132982
hybrid,pr,1.000000,0.301339,0.133006
hybrid,pr,1.000000,0.302013,0.133029
hybrid,pr,1.000000,0.302691,0.133052
hybrid,pr,1.000000,0.303371,0.133193
hybrid,pr,1.000000,0.304054,0.133208
hybrid,pr,1.000000,0.304740,0.133492
hybrid,pr,1.000000,0.305430,0.133803
hybrid,pr,1.000000,0.306122,0.134539
hybrid,pr,1.000000,0.306818,0.134882
hybrid,pr,1.000000,0.307517,0.134987
hybrid,pr,1.000000,0.308219,0.134994
hybrid,pr,1.000000,0.308924,0.135304
hybrid,pr,1.000000,0.309633,0.135464
hybrid,pr,1.000000,0.310345,0.136003
hybrid,pr,1.000000,0.311060,0.136330
hybrid,pr,1.000000,0.311778,0.136342
hybrid,pr,1.000000,0.312500,0.136370
hybrid,pr,1.000000,0.313225,0.137575
hybrid,pr,1.000000,0.313953,0.137587
hybrid,pr,1.000000,0.314685,0.138676
hybrid,pr,1.000000,0.315421,0.139149
hybrid,pr,1.000000,0.316159,0.139309
hybrid,pr,1.000000,0.316901,0.139701
hybrid,pr,1.000000,0.317647,0.139743
hybrid,pr,1.000000,0.318396,0.139797
hybrid,pr,1.000000,0.319149,0.140400
hybrid,pr,1.000000,0.319905,0.140638
hybrid,pr,1.000000,0.320665,0.140714
hybrid,pr,1.000000,0.321429,0.140922
hybrid,pr,1.000000,0.322196,0.141292
hybrid,pr,1.000000,0.322967,0.141425
hybrid,pr,1.000000,0.323741,0.141458
hybrid,pr,1.000000,0.324519,0.141669
hybrid,pr,1.000000,0.325301,0.141743
hybrid,pr,1.000000,0.326087,0.142196
hybrid,pr,1.000000,0.326877,0.142202
hybrid,pr,1.000000,0.327670,0.142386
hybrid,pr,1.000000,0.328467,0.142552
hybrid,pr,1.000000,0.329268,0.142587
hybrid,pr,1.000000,0.330073,0.142840
hybrid,pr,1.000000,0.330882,0.142919
hybrid,pr,1.000000,0.331695,0.143279
hybrid,pr,1.000000,0.332512,0.143293
hybrid,pr,1.000000,0.333333,0.143403
hybrid,pr,1.000000,0.334158,0.143633
hybrid,pr,1.000000,0.334988,0.144308
hybrid,pr,1.000000,0.335821,0.144527
hybrid,pr,1.000000,0.336658,0.145091
hybrid,pr,1.000000,0.337500,0.145901
hybrid,pr,1.000000,0.338346,0.146172
hybrid,pr,1.000000,0.339196,0.147267
hybrid,pr,1.000000,0.340050,0.147297
hybrid,pr,1.000000,0.340909,0.147347
hybrid,pr,1.000000,0.341772,0.147957
hybrid,pr,1.000000,0.342640,0.148210
hybrid,pr,1.000000,0.343511,0.148292
hybrid,pr,1.000000,0.344388,0.148849
hybrid,pr,1.000000,0.345269,0.148885
hybrid,pr,1.000000,0.346154,0.148916
hybrid,pr,1.000000,0.347044,0.149041
hybrid,pr,1.000000,0.347938,0.149067
hybrid,pr,1.000000,0.348837,0.149179
hybrid,pr,1.000000,0.349741,0.150076
hybrid,pr,1.000000,0.350649,0.150117
hybrid,pr,1.000000,0.351562,0.150559
hybrid,pr,1.000000,0.352480,0.151008
hybrid,pr,1.000000,0.353403,0.151343
hybrid,pr,1.000000,0.354331,0.151369
hybrid,pr,1.000000,0.355263,0.151386
hybrid,pr,1.000000,0.356201,0.152217
hybrid,pr,1.000000,0.357143,0.152718
hybrid,pr,1.000000,0.358090,0.152736
hybrid,pr,1.000000,0.359043,0.152809
hybrid,pr,1.000000,0.360000,0.153117
hybrid,pr,1.000000,0.360963,0.153223
hybrid,pr,1.000000,0.361930,0.154005
hybrid,pr,1.000000,0.362903,0.155328
hybrid,pr,1.000000,0.363881,0.155571
hybrid,pr,1.000000,0.364865,0.156025
hybrid,pr,1.000000,0.365854,0.156253
hybrid,pr,1.000000,0.366848,0.156706
hybrid,pr,1.000000,0.367847,0.156767
hybrid,pr,1.000000,0.368852,0.156803
hybrid,pr,1.000000,0.369863,0.156875
hybrid,pr,1.000000,0.370879,0.157124
hybrid,pr,1.000000,0.371901,0.157776
hybrid,pr,1.000000,0.372928,0.157803
hybrid,pr,1.000000,0.373961,0.157928
hybrid,pr,1.000000,0.375000,0.158311
hybrid,pr,1.000000,0.376045,0.158880
hybrid,pr,1.000000,0.377095,0.158950
hybrid,pr,1.000000,0.378151,0.159090
hybrid,pr,1.000000,0.379213,0.159186
hybrid,pr,1.000000,0.380282,0.159825
hybrid,pr,1.000000,0.381356,0.160226
hybrid,pr,1.000000,0.382436,0.160619
hybrid,pr,1.000000,0.383523,0.161553
hybrid,pr,1.000000,0.384615,0.161568
hybrid,pr,1.000000,0.385714,0.162214
hybrid,pr,1.000000,0.386819,0.162945
hybrid,pr,1.000000,0.387931,0.162995
hybrid,pr,1.000000,0.389049,0.163834
hybrid,pr,1.000000,0.390173,0.164016
hybrid,pr,1.000000,0.391304,0.164528
hybrid,pr,1.000000,0.392442,0.164921
hybrid,pr,1.000000,0.393586,0.165010
hybrid,pr,1.000000,0.394737,0.165041
hybrid,pr,1.000000,0.395894,0.165127
hybrid,pr,1.000000,0.397059,0.165708
hybrid,pr,1.000000,0.398230,0.166086
hybrid,pr,1.000000,0.399408,0.166899
hybrid,pr,1.000000,0.400593,0.166981
hybrid,pr,1.000000,0.401786,0.167831
hybrid,pr,1.000000,0.402985,0.168005
hybrid,pr,1.000000,0.404192,0.168482
hybrid,pr,1.000000,0.405405,0.168492
hybrid,pr,1.000000,0.406627,0.169469
hybrid,pr,1.000000,0.407855,0.170032
hybrid,pr,1.000000,0.409091,0.170933
hybrid,pr,1.000000,0.410334,0.171241
hybrid,pr,0.992593,0.408537,0.171265
hybrid,pr,0.992593,0.409786,0.171745
hybrid,pr,0.992593,0.411043,0.172051
hybrid,pr,0.992593,0.412308,0.172621
hybrid,pr,0.992593,0.413580,0.172625
hybrid,pr,0.992593,0.414861,0.172658
hybrid,pr,0.992593,0.416149,0.172899
hybrid,pr,0.992593,0.417445,0.173037
hybrid,pr,0.992593,0.418750,0.173474
hybrid,pr,0.992593,0.420063,0.174092
hybrid,pr,0.992593,0.421384,0.174424
hybrid,pr,0.992593,0.422713,0.174460
hybrid,pr,0.992593,0.424051,0.174510
hybrid,pr,0.992593,0.425397,0.175132
hybrid,pr,0.992593,0.426752,0.175779
hybrid,pr,0.992593,0.428115,0.175815
hybrid,pr,0.992593,0.429487,0.176077
hybrid,pr,0.992593,0.430868,0.176705
hybrid,pr,0.992593,0.432258,0.176968
hybrid,pr,0.992593,0.433657,0.177287
hybrid,pr,0.992593,0.435065,0.179689
